ACCELEROMETER X (m/s2),ACCELEROMETER Y (m/s2),ACCELEROMETER Z (m/s2),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),MAGNETIC FIELD X (T),MAGNETIC FIELD Y (T),MAGNETIC FIELD Z (T),LABEL,SUBJECT
0.5854,3.5183,8.9411,-0.0692,0.0434,-0.0941,1.1,-40.8,9,3,1
0.7961,3.5686,8.855,-0.0075,0.0678,0.0665,0.2,-41,9,3,1
1.0558,1.8687,10.1071,-1.4277,2.3372,0.0366,-1.67,-33.75,5.83,3,1
-8.7484,5.3929,-1.6688,-0.3251,-0.8546,-0.8461,6.3,-39.37,9.44,3,1
-16.3859,-0.7542,-2.4038,0.1959,0.8791,-0.2585,15.39,-32.18,0.61,3,1
-6.3375,0.9828,1.6795,0.0603,2.4948,-1.2597,16.47,-33.1,0.08,3,1
-19.0219,2.2637,3.644,0.7042,-2.0739,0.3414,20.68,-34.43,1.89,3,1
-4.3826,-0.0168,-1.0403,-0.6043,-1.0458,0.4086,21.6,-37.3,4.6,3,1
-3.3938,1.7095,-2.3571,-0.5108,-0.2199,0.7941,20.52,-38.61,3.02,3,1
-9.5217,1.4928,1.2857,1.6803,0.4319,-0.8962,19.11,-39.09,-0.8,3,1
-2.4828,0.2131,0.267,1.4378,0.4282,0.6511,18.5,-41.7,2.2,3,1
-3.9409,0.413,-0.8607,1.4048,-1.1362,-0.9035,22.24,-42.59,30.57,3,1
-9.0225,2.1691,0.2993,4.0371,0.3659,-0.5669,39.15,-0.19,40.51,3,1
-4.0953,-0.249,1.8998,0.2546,0.8222,-0.2059,37.57,13.4,33.81,3,1
-1.2941,1.8878,1.0283,-0.7851,-0.0623,0.7055,38.6,16.2,25.8,3,1
-24.3837,2.8826,11.7472,1.4708,1.8662,0.8686,37.28,16.23,25.06,3,1
-4.0043,-1.1552,0.5626,0.3071,0.1314,0.2461,36.83,14.92,26.13,3,1
-2.4217,3.4836,-1.6987,-1.0221,-0.4196,-1.2358,35.44,14.24,27.47,3,1
-25.6718,4.0091,12.159,0.4165,-0.948,-0.5144,32.59,14.49,29.41,3,1
-1.8028,-0.8691,0.9361,0.2473,0.2572,0.9969,31,15.1,28.4,3,1
-5.6994,3.8415,-2.9736,-1.2823,0.1924,-0.2499,30.3,12.7,31,3,1
-25.8957,5.0949,12.7216,-3.0306,-0.9499,-0.625,25.91,-3.47,40.99,3,1
-4.0929,1.4653,-2.1428,-0.8773,0.8094,0.6065,17.07,-28.68,38.69,3,1
-0.1987,-0.3915,-4.3993,-2.7148,-0.7972,1.0885,16.46,-38.06,20.73,3,1
-10.3741,2.745,1.8004,1.3413,1.1313,-1.424,19.73,-35.87,5.73,3,1
-2.5714,-4.4963,0.4202,1.6962,-0.212,0.6523,21.58,-35.75,1.22,3,1
-4.9081,3.0478,1.3204,-3.0435,-1.7697,1.8619,17.44,-35.44,-4.26,3,1
-0.905,1.9824,-0.9074,0.8703,1.2169,0.1924,19.55,-40.31,2.39,3,1
-14.765,-0.4322,-0.2131,1.8544,-1.598,-0.9286,22.57,-43.88,11.72,3,1
-10.149,1.0223,1.9704,1.2625,-0.6744,0.2919,29.55,-36.26,36.04,3,1
-2.1943,0.7661,-0.2095,1.9247,-0.2645,0.543,37.1,1.43,43.71,3,1
-4.7609,-1.5107,-0.9266,-0.5316,-2.5277,-2.5376,39.43,12.4,27.16,3,1
-1.9142,-1.1744,0.9301,-0.1394,0.5761,-0.0532,38.72,12.67,28.12,3,1
-9.3194,4.78,-5.6084,0.9516,1.9554,1.1349,37.13,15.24,25.3,3,1
-10.6554,4.7585,3.1747,1.5014,0.4215,-0.4405,35.13,14.69,25.81,3,1
-2.3248,-1.1732,0.0455,-0.0289,0.3959,0.0403,34.17,13.8,25.66,3,1
-3.9289,2.6683,-5.1176,-1.2872,0.9591,0.9022,31.58,8.21,32.2,3,1
-20.7721,5.9652,10.7153,-1.8767,0.7056,-0.0544,27.32,-7.91,41.22,3,1
-2.818,-0.2394,-2.5774,-0.8718,0.7477,-0.0856,13.8,-36.07,32.51,3,1
-7.756,4.0498,-4.4448,-0.181,2.8802,0.7165,18.21,-38.54,13.36,3,1
-21.5981,4.2796,9.2021,1.7158,-0.4337,-0.8779,15.44,-33.64,-1.12,3,1
-3.7254,0.4178,0.905,0.4647,0.4979,0.1386,18.57,-34.09,-2.52,3,1
-4.5334,1.2091,-4.2701,-1.0618,-0.0476,0.9187,18.09,-37.45,-1.05,3,1
-24.3706,5.6048,16.9402,0.6932,0.0416,0.196,16.21,-39.38,-1.45,3,1
-2.8683,-0.8344,0.504,-0.0075,-0.4978,-0.1131,20.24,-42.22,3.66,3,1
-7.428,0.978,-2.1416,2.502,1.0623,0.5809,24.82,-43.11,19.75,3,1
-19.5941,7.1862,8.5413,1.7683,-1.6102,-0.8876,34.36,-22.13,44.13,3,1
-15.3887,4.9213,-2.4014,-0.3813,-0.5931,-0.3226,37.64,10.83,36.08,3,1
-0.7661,0.9864,-1.585,-0.9219,0.4288,1.1478,38.52,16.04,25.87,3,1
-17.5459,4.3,11.2551,1.2619,0.4459,-0.1473,37.12,15.85,26.16,3,1
-5.8287,-2.5079,-0.7937,-0.3654,0.1051,-0.5126,36.62,11.05,30.74,3,1
-17.4274,5.5486,2.3284,-1.5175,0.1827,-0.2542,35.32,10.48,27.42,3,1
-6.4596,3.5674,0.2418,-0.8077,0.7196,-0.3202,33.42,6.13,31.7,3,1
-3.1663,0.8547,-1.1815,-0.6813,0.4747,0.4056,25.04,-12.08,43.18,3,1
-12.8138,5.2565,-3.705,-2.8963,-0.0873,0.4501,13.9,-37.88,26,3,1
-13.7427,3.7062,3.5494,-0.3117,1.3696,0.138,15.96,-38.01,9.72,3,1
-3.7062,-1.4916,1.6352,1.2295,-0.3378,0.7996,15.13,-33.52,-2.17,3,1
-17.3831,8.6862,7.4675,-2.658,-1.4899,0.835,15.69,-36.51,0.01,3,1
-7.0114,2.7354,2.0818,0.7598,0.755,0.7739,19.01,-35.89,-1.87,3,1
-4.2772,-2.138,-0.1688,-0.3929,-1.73,0.4605,19.42,-36.59,-3.66,3,1
-13.872,5.6288,8.254,0.8532,-0.328,-0.7966,18.29,-42.8,2.82,3,1
-4.8985,1.3886,1.1911,1.9919,1.3146,-0.1674,24.26,-40.55,32.94,3,1
-22.5306,6.4057,15.8891,3.8599,-1.5601,-0.19,37.04,-7.61,46.4,3,1
-8.6634,3.0897,2.1512,0.4018,-0.1332,-0.5236,37.34,5.91,39.27,3,1
-1.239,0.7973,0.2777,1.1941,0.7489,1.0512,35.99,16.81,28.51,3,1
-14.5508,3.401,-2.9497,1.3212,-1.0073,0.3768,37.09,13.39,28.13,3,1
-9.7875,5.9652,4.7716,-0.2469,0.4484,-0.3195,34.53,13.29,27.01,3,1
-3.3004,1.7358,1.731,-0.6544,0.4026,1.1105,33.1,11.8,28.8,3,1
-19.3727,7.9631,12.3074,-1.0942,-0.0953,0.601,29.2,0.15,37.48,3,1
-8.1894,3.3411,-3.1137,-2.2432,0.9035,0.342,20.64,-25.39,38.65,3,1
-3.7745,0.2286,-0.4848,-1.1223,1.4239,-0.2951,19.42,-37.98,18.66,3,1
-13.5177,3.371,-0.8045,-1.0643,-1.7141,-0.6317,16.63,-37.87,5.12,3,1
-11.4239,5.7365,1.8435,0.8141,0.6139,-0.6531,19.86,-35.65,1.06,3,1
-2.9281,0.7937,-0.1233,-1.6483,-0.7019,0.9358,22.45,-35.89,0.28,3,1
-15.5324,3.717,0.7302,1.5777,0.38,-0.8431,21.49,-37.37,-0.57,3,1
-5.8407,0.7494,4.033,-0.3465,-0.5339,-0.1913,21.55,-43.34,8.68,3,1
-1.0307,-1.0199,-1.9166,2.4952,0.3317,0.2596,24.01,-41.94,31.68,3,1
-20.2681,7.7081,2.0853,2.023,-2.1466,-0.3843,33.45,-14.44,49.77,3,1
-11.315,6.2429,-1.634,-0.0136,0.2657,-0.4136,37.2,11.11,38.17,3,1
-2.3355,1.9489,2.3068,0.4421,1.1472,0.8912,38.02,16.33,25.55,3,1
-11.7256,4.944,0.826,-1.0319,-1.3622,-0.763,37.54,14.79,26.44,3,1
-0.9266,-1.1133,2.3475,-0.4412,-0.518,-0.3476,36.6,13.7,26.6,3,1
-4.1468,1.8723,-6.0166,-2.5047,-1.1179,-0.0929,34.18,13.31,28.68,3,1
-18.4928,5.788,6.8845,0.7854,0.8784,-0.0098,32.63,10.83,30.95,3,1
-4.6555,1.5933,-1.5694,-1.6837,0.4869,-0.0734,25.49,-5.46,42.33,3,1
-3.8511,2.3463,-5.4767,-2.7948,0.314,0.5289,14.04,-32.09,37.96,3,1
-7.8602,3.486,0.4812,-0.2359,-0.1179,-0.4374,14.82,-38.37,11.11,3,1
-3.735,-2.1296,0.6608,0.0219,0.2395,-0.2627,17.91,-35.6,2.45,3,1
-22.2553,5.4324,-3.8152,-0.6165,-0.0116,0.8014,17.01,-37.79,3.45,3,1
-7.1934,3.723,1.9549,1.2509,0.7856,0.1783,17.78,-37.57,-0.58,3,1
-6.1579,-0.3807,2.4852,1.6926,-0.1716,0.6285,18.58,-39.62,0.59,3,1
-8.0529,1.4748,-5.1248,-0.6458,-1.4832,0.7336,17.21,-45.11,7.93,3,1
-3.5374,1.5263,0.8416,3.0371,-0.3842,-0.2756,29.22,-34.56,39.77,3,1
-7.1299,-0.8667,-0.3519,3.3211,-1.2516,-0.2261,33.03,-2.07,48.51,3,1
-18.2127,3.3208,-4.8399,-2.6336,-0.5889,0.4031,37.38,15,32.09,3,1
-5.9759,2.3595,-1.3408,0.6565,0.2144,-0.3257,37.48,15.68,26.68,3,1
-2.8838,-2.1835,0.929,-0.677,0.3745,0.4172,38,11.99,27.25,3,1
-15.8125,6.1914,-8.2947,0.9052,0.7941,0.025,36.93,12.66,26.3,3,1
-2.6312,1.5658,1.822,0.5405,0.8112,0.1685,33.9,12.6,28.8,3,1
-3.3854,0.3747,-1.9022,0.1984,0.0165,0.2406,31.69,7.28,33.56,3,1
-21.9345,6.5134,4.124,-2.556,0.8338,0.6432,26.82,-2.99,39.15,3,1
-12.9826,5.9508,-0.6081,-1.7429,0.1613,-0.0355,16.01,-34.68,31.97,3,1
-7.5286,2.1608,-1.9237,-0.6776,0.9823,-0.6421,16.21,-37.97,6.75,3,1
-4.306,1.5215,2.2039,0.4843,0.6726,0.8362,17.1,-36.7,3.7,3,1
-11.3772,3.614,-0.7757,1.2943,-0.1887,-0.5083,16.99,-35.35,-1.8,3,1
-5.2349,-0.3591,1.2977,-1.0013,-0.1112,-0.0587,17.79,-36.53,-1.65,3,1
-4.78,1.9154,-4.4748,-0.0282,0.4026,0.7776,17.41,-37.5,-2.51,3,1
-21.2773,8.1439,11.5065,0.6761,-0.7452,-1.0617,17.2,-40.3,-0.5,3,1
-8.8526,2.3343,-2.0614,1.9601,0.0642,-0.749,18.1,-46.49,18.62,3,1
-12.1781,3.6404,-4.1096,1.3236,-1.7745,-0.2536,27.81,-26.61,47.7,3,1
-11.5017,2.5869,0.7386,3.2032,-1.2596,-0.3305,39.23,4.9,38.43,3,1
-9.1722,4.877,0.753,-0.9983,1.1943,-0.2621,39.61,12.31,30.76,3,1
-1.6556,1.658,0.972,0.5661,1.1142,0.9608,38.67,14.84,26.61,3,1
-9.0776,1.172,-1.3372,1.0903,-0.8668,-0.1424,38.94,7.72,30.91,3,1
-19.8647,6.3949,9.5553,-0.1718,1.7972,-0.063,36.41,10.85,28.85,3,1
-4.6376,2.8347,1.142,0.1886,0.3311,0.1343,34.3,10.9,29.6,3,1
-19.7558,7.1539,8.5258,-0.6098,0.9249,-0.2224,32.36,3.16,34.22,3,1
-7.3694,5.9604,-0.243,-1.148,0.6934,0.0922,25.57,-7.34,39.94,3,1
-3.4488,0.1173,-0.893,-2.209,1.5822,-0.1564,18.87,-30.68,37.28,3,1
-14.5603,0.6512,-0.0646,-0.8273,-1.0012,-0.1784,15.47,-38.89,11.88,3,1
-14.5041,2.5211,6.3877,0.1886,1.1277,-0.0422,15.52,-34.91,0.21,3,1
-3.1496,2.2589,0.6656,0.7506,1.2676,0.047,14.9,-34.8,-2.6,3,1
-20.3902,7.6255,9.6977,1.2149,-0.3647,-0.917,14.23,-35.73,-5.69,3,1
-7.337,2.7402,-0.5267,0.3206,0.6518,-0.3739,15.6,-37.08,-4.83,3,1
-2.3727,1.5479,-0.8547,0.4378,-0.1509,-0.0159,16.2,-38.2,-4.4,3,1
-14.1916,3.8319,6.6403,1.7115,-1.0201,-0.1204,15.1,-42.9,0.1,3,1
-12.6917,4.7968,2.2577,2.4421,-0.102,-1.2242,27.39,-40.63,31.67,3,1
-4.8375,0.8116,0.5519,1.9204,0.5028,0.7849,37.1,-4.62,46.2,3,1
-12.9586,1.7059,0.0383,1.5631,-1.0751,-0.1155,40.65,7.56,35.23,3,1
-11.716,6.5469,6.8139,-2.0374,-1.485,0.397,39.81,13.63,25.61,3,1
-3.2537,2.3272,1.1935,0.7353,1.1148,0.0677,39.5,13,26.2,3,1
-6.8702,-0.31,-0.3005,1.4727,-1.0812,0.3084,37.97,9.88,30.36,3,1
-18.2642,5.7844,6.0573,-1.1644,0.5138,0.444,35.89,10.24,28.98,3,1
-4.8746,3.5638,-1.0127,-0.534,1.631,-0.0227,34.1,9.3,31.4,3,1
-16.3751,0.9984,4.2018,-1.0099,-0.4355,0.8515,28.09,-0.48,40.25,3,1
-12.8844,4.0689,3.0502,-3.1333,0.551,0.2962,20.32,-23.1,41.46,3,1
-5.7964,2.2697,1.1301,-1.3911,-0.1936,-0.0868,12.5,-39.86,22.15,3,1
-6.8726,0.5806,-0.2693,-0.9073,-0.6121,-0.3696,13.15,-37.44,3.8,3,1
-18.6317,4.8542,-2.2745,-1.0142,1.5718,0.7293,12.6,-36.6,0,3,1
-4.7082,1.6927,1.8543,-0.0765,0.4472,-0.0269,12.8,-35.1,-4.1,3,1
-9.8474,2.7821,2.575,-0.8407,-1.0666,0.5748,15.7,-35.4,-4.2,3,1
-16.3871,5.1332,1.1851,-1.2958,0.8864,0.0635,15.27,-37.17,-4.26,3,1
-5.8622,2.229,0.2849,0.0713,0.0916,0.4691,18.56,-38.43,-2.12,3,1
-5.2625,-0.1077,-1.4234,0.7488,-0.7422,0.2363,18.7,-40.9,0.3,3,1
-14.965,4.9752,1.6628,0.3731,-1.1209,-0.3024,18.26,-47.06,18.57,3,1
-15.7479,5.6431,2.7629,1.7219,-0.6267,0.3475,34.84,-20.03,46.71,3,1
-4.6196,-0.0012,-0.3891,1.1232,0.2187,-0.2517,39.05,-0.78,42.78,3,1
-11.4263,5.4205,-3.4022,1.2387,0.0776,0.1722,41.61,12.48,27.03,3,1
-16.994,6.918,7.75,0.6694,-0.5259,-0.234,41.3,12.4,26.7,3,1
-4.6064,2.8742,-1.3144,-0.6758,-0.1826,-0.7575,41,10.97,25.27,3,1
-1.9716,1.1672,0.0215,0.3652,1.1124,0.6945,38.57,11.37,26.66,3,1
-12.6294,1.9656,3.3088,0.8148,-0.8253,-0.5052,36.19,11.11,29.17,3,1
-4.5382,0.917,-1.3264,-0.4516,-0.4404,-0.1393,34.93,10.51,29.37,3,1
-6.8534,4.0067,-1.8675,-0.9989,1.0134,0.6084,33.6,8.4,31.7,3,1
-17.2406,3.1352,3.1903,-0.286,6.00E-04,0.4526,28.31,-2.98,38.91,3,1
-7.7871,4.8554,0.1676,-0.523,1.0593,0.0329,19.88,-21.26,41.05,3,1
-3.4309,1.1013,-0.2035,-0.914,1.5241,0.5974,10.31,-40.11,23.03,3,1
-10.2915,2.6205,0.6859,-0.3447,0.1717,-0.1644,9.85,-38.66,5.39,3,1
-4.8339,2.0566,1.5993,-0.1724,0.7691,-0.2462,11.5,-38.6,2.7,3,1
-3.6787,2.2039,-0.2286,0.0616,1.2779,0.5454,12.4,-37,-1.9,3,1
-16.6313,2.6408,6.7768,0.4745,-0.1667,-0.0508,15.61,-36.46,-3.47,3,1
-9.7348,3.3627,1.6963,-0.7313,1.1069,-0.129,16.2,-37.5,-3.2,3,1
-3.5949,2.6193,2.7952,1.1776,0.7532,0.6279,16.22,-38.01,-4.98,3,1
-5.8131,-1.5909,-0.3412,0.5845,-0.0721,-1.0923,17.46,-43.73,6.61,3,1
-5.5569,0.9589,0.0706,2.5991,-0.1973,-0.1723,23.07,-41.65,34.83,3,1
-1.3551,-0.2598,-1.409,2.3297,-0.2413,0.62,38.53,-9.09,44.04,3,1
-10.477,1.4425,-3.3974,0.2405,-1.0824,-2.3745,39.74,3.51,37.76,3,1
-14.2359,2.9808,3.122,-0.1443,0.4899,-0.1687,36.58,17.31,25.51,3,1
-1.7909,2.2817,2.5654,0.568,1.2352,0.6908,35.26,16.83,25.59,3,1
-11.4443,2.162,-0.5758,-0.4351,-2.0262,-0.0831,35.34,13.58,26.52,3,1
-5.3905,-0.103,0.1628,0.4293,1.5351,-0.4808,34.26,12.61,26.26,3,1
-9.7671,3.3806,-3.055,-2.7344,-0.5962,1.13,31.6,11,30.3,3,1
-14.0216,5.3044,2.4349,-0.8462,2.2883,0.6389,26.77,-10.39,40.14,3,1
-5.223,3.0718,1.3755,-1.0007,1.9316,-0.2462,13.26,-37.9,27.25,3,1
-6.274,3.2561,2.138,-1.0356,1.6903,0.7434,15.88,-38.37,7.66,3,1
-11.7208,1.1947,1.6041,0.6181,-0.686,-0.7282,15.99,-34.92,-0.63,3,1
-4.6819,-0.5543,0.0012,-0.2591,-0.2883,-0.5419,18.13,-35.14,-2.01,3,1
-10.6219,3.4369,-3.7326,-0.4626,0.9487,0.8637,19.14,-36.33,-2.38,3,1
-13.8564,4.027,6.5709,0.2002,1.1936,-0.8974,18.8,-38.4,-2,3,1
-5.1595,1.5921,-0.6716,0.8508,0.2431,-0.5724,17.86,-43.31,3.77,3,1
-3.3411,1.2007,0.7578,1.6015,0.4319,-0.2566,27.94,-40.2,30.89,3,1
-10.4004,0.0826,-2.4744,1.7695,0.3769,-0.6152,38.19,-11.39,43.7,3,1
-9.8007,3.1208,1.8651,0.1025,0.1662,-0.5126,39.69,1.65,39.38,3,1
-3.1149,1.2977,0.4022,0.3395,1.0495,0.1722,36.73,17.44,27.55,3,1
-14.7172,4.0618,0.5435,-0.0985,0.3763,-0.7026,38.12,13.55,28.64,3,1
-9.5588,-0.6404,1.804,-0.0057,0.0103,0.0013,20.7,-26.5,2.1,4,1
-9.584,-0.6213,1.8471,0.0181,-0.0032,7.00E-04,20.7,-26.6,2.3,4,1
-9.4691,-0.6249,1.8304,-0.0246,-0.0227,0.0318,20.6,-26.9,2.3,4,1
-9.6079,-0.4788,2.065,-0.079,0.0048,0.0978,20.3,-27.1,2.1,4,1
-9.6295,-0.6416,1.8519,0.0132,0.0262,-0.0219,20.3,-27.1,1.2,4,1
-9.6367,-0.6261,1.822,-0.0185,-0.0062,0.0013,20.9,-27.5,1,4,1
-9.5828,-0.5758,1.8747,-0.0014,-0.0105,0.0031,21.3,-28.1,0.7,4,1
-9.5684,-0.5997,1.8651,0.0053,-0.008,0.0104,21.6,-28.7,0.4,4,1
-9.572,-0.6428,1.8052,-0.068,-0.019,-0.0177,21.5,-28.6,0.6,4,1
-9.8126,-0.656,1.6149,-0.0644,-0.0416,-0.0506,20.6,-28.2,1.1,4,1
-9.6546,-0.8703,1.9788,-0.0192,-0.0606,-0.0122,21.2,-27.6,0.9,4,1
-9.5912,-0.8607,2.053,0.0022,-0.0093,0.0031,21.2,-27.5,1,4,1
-9.4763,-0.8236,1.9573,-0.0039,-0.0105,0.0037,21.2,-27.6,1.1,4,1
-9.6414,-0.7159,1.9213,-0.0888,-0.0502,0.03,21.1,-27.6,0.7,4,1
-9.499,-0.8308,2.0877,-0.0607,-0.0245,0.0459,20.8,-27.5,0.3,4,1
-9.5313,-0.7099,2.0913,0.0028,0.003,0.0043,20.8,-27.5,0,4,1
-9.5158,-0.6883,2.0518,0.0157,-0.0142,0.0165,20.7,-27.7,0.2,4,1
-9.4667,-0.7302,2.162,0.037,0.0042,-0.0238,20.7,-27.8,0.2,4,1
-9.4763,-0.7063,2.1512,-0.0118,-0.0062,0.008,20.7,-27.9,0.2,4,1
-9.5744,-0.7195,2.059,-0.0143,-0.0087,0.0104,20.6,-27.7,0.2,4,1
-9.6151,-0.7302,2.0901,0.0169,-0.0111,-0.0061,20.7,-27.8,0.1,4,1
-9.4798,-0.723,2.1249,-0.01,-0.0068,0.019,20.7,-27.8,0.1,4,1
-9.5098,-0.6955,2.1344,-2.00E-04,-0.0135,0.0129,20.6,-27.8,0,4,1
-9.5756,-0.6273,2.0506,0.0499,-0.0038,0.0068,20.5,-27.7,0.3,4,1
-9.5385,-0.7075,2.1129,-0.0216,-0.0093,-0.0158,20.7,-27.9,0.5,4,1
-9.5529,-0.674,2.1656,0.0444,5.00E-04,-0.0073,20.5,-27.8,0.3,4,1
-9.4786,-0.6309,2.1272,-0.0356,-0.0129,-0.0103,20.7,-27.7,0.3,4,1
-9.5481,-0.668,2.1668,0.0206,-0.0038,0.0153,20.7,-27.6,0.2,4,1
-9.5421,-0.6967,2.0877,0.0261,-0.0032,0.0025,20.6,-27.6,0,4,1
-9.5229,-0.6668,2.2063,-0.0124,-0.0105,0.0062,20.4,-27.7,0,4,1
-9.7432,-0.6847,2.1069,-0.0082,-0.0148,0.0227,20.4,-27.8,-0.1,4,1
-9.487,-0.6476,2.2146,0.0224,-0.0032,-0.0073,20.4,-27.8,0,4,1
-9.5181,-0.6141,2.2051,0.0059,-7.00E-04,0.0043,20.5,-27.8,-0.1,4,1
-9.5313,-0.65,2.2266,0.0199,-0.0068,1.00E-04,20.3,-27.9,-0.1,4,1
-9.5708,-0.6345,2.1572,0.0089,-1.00E-04,-0.0042,20.4,-27.8,0.1,4,1
-9.5361,-0.6404,2.1404,0.0316,-7.00E-04,-0.0042,20.4,-27.7,0.2,4,1
-9.511,-0.668,2.1955,-0.01,-0.019,0.008,20.4,-27.9,0.5,4,1
-9.6043,-0.5686,2.1811,0.0028,-0.0111,0.0251,20.3,-28.1,0.5,4,1
-9.5002,-0.5902,2.138,-0.0674,-0.0117,0.0214,20.2,-28.1,0.6,4,1
-9.5421,-0.5435,2.2146,0.0157,0.0084,0.0068,20.3,-28.2,0.5,4,1
-9.4942,-0.4944,2.1308,0.0212,0.0042,1.00E-04,20.3,-28,0.9,4,1
-9.5074,-0.5567,2.2781,0.0028,-0.0099,-0.003,20.2,-28.1,0.8,4,1
-9.578,-0.565,2.1967,-0.0259,-0.0319,0.0196,20.3,-28.2,1.1,4,1
-9.5409,-0.5171,2.1751,0.0206,0.0066,-0.0195,20.2,-28.2,1.1,4,1
-9.4403,-0.4932,2.2817,0.0041,-0.0227,-0.0091,20.2,-28.4,1.2,4,1
-9.4822,-0.6608,2.2972,-0.024,-0.0044,0.0074,20.5,-28.4,1.7,4,1
-9.3877,-0.5315,2.1787,0.0346,0.0023,0.0165,20.4,-28.3,1.3,4,1
-9.5074,-0.5016,2.2853,0.0053,-0.0123,0.0153,20.2,-28.4,1.4,4,1
-9.5074,-0.5363,2.2697,0.0511,-0.0331,-0.0225,20.4,-28.4,1.1,4,1
-9.5062,-0.5423,2.2829,0.0089,-0.0245,0.0043,20.4,-28.3,1.1,4,1
-9.4894,-0.5076,2.2494,0.0041,-1.00E-04,0.0141,20.4,-28.3,1.3,4,1
-9.5241,-0.4429,2.2326,0.0114,-0.0062,0.0098,20.2,-28.4,1.5,4,1
-9.511,-0.5686,2.2302,0.0358,-0.008,-0.0042,20.3,-28.4,1.6,4,1
-9.5301,-0.4717,2.4253,0.0108,0.0219,0.0239,20.1,-28.3,1.2,4,1
-9.4619,-0.4573,2.2793,0.012,0.0152,-0.0054,20,-28.4,1.1,4,1
-9.4918,-0.4836,2.2697,0.0346,-0.0074,-0.0232,20.3,-28.2,1.4,4,1
-9.3805,-0.4872,2.3236,0.0132,0.0078,0.0013,20.3,-28.1,1.3,4,1
-9.487,-0.4705,2.2901,-0.0161,0.0054,0.0111,20.4,-28.2,1.4,4,1
-9.4786,-0.4776,2.229,0.0206,-0.0148,-0.0048,20.4,-28.1,1.7,4,1
-9.4894,-0.5219,2.156,0.1238,0.0683,0.0117,20.5,-28.1,1.7,4,1
-9.487,-0.5195,2.3008,-0.0149,-0.0013,0.0141,20.1,-28.1,1.6,4,1
-9.4679,-0.4357,2.2697,0.0199,-0.0068,-0.0054,20.2,-28.2,1.8,4,1
-9.4727,-0.4082,2.2541,0.0206,-1.00E-04,-0.0054,20.2,-28.4,1.8,4,1
-9.4044,-0.4681,2.308,-2.00E-04,-0.0044,0.0013,20.3,-28.6,1.8,4,1
-9.4691,-0.4537,2.2565,0.0334,0.0011,0.0074,20.4,-28.7,2,4,1
-9.5277,-0.4202,2.247,0.0187,-0.0142,-0.0073,20.2,-28.7,2.1,4,1
-9.4703,-0.3496,2.2673,0.0041,-0.0148,-0.0073,20.1,-28.7,2.5,4,1
-9.5265,-0.4202,2.3272,0.0028,-0.0148,0.0037,20.1,-28.8,2.3,4,1
-9.3984,-0.4525,2.375,0.0041,-0.0227,0.0086,20.2,-28.6,2.2,4,1
-9.5265,-0.4621,2.3008,0.0096,0.0054,0.0043,20.3,-28.6,2.2,4,1
-9.5265,-0.4465,2.3296,0.0053,0.0011,0.0159,20.3,-28.7,2.3,4,1
-9.5205,-0.4298,2.3727,0.0022,0.0054,0.0062,20.2,-28.8,2.3,4,1
-9.5349,-0.3998,2.4277,-0.0234,0.0023,-0.003,20.1,-28.7,2.2,4,1
-9.481,-0.4202,2.2446,0.0193,-1.00E-04,0.0031,20,-28.7,2.2,4,1
-9.4739,-0.4106,2.3547,0.0053,-0.019,1.00E-04,20.2,-28.7,2.3,4,1
-9.5289,-0.3926,2.3918,0.0297,-0.0099,0.0031,20.1,-28.8,2.3,4,1
-9.4846,-0.4262,2.4529,-0.0173,-0.0166,0.0111,19.9,-28.9,2.4,4,1
-9.5217,-0.3986,2.3379,0.0187,-0.0117,0.0098,20,-28.8,2.2,4,1
-9.5074,-0.4322,2.3056,0.0175,-0.0074,-0.0018,20,-28.8,2.2,4,1
-9.4523,-0.425,2.3774,4.00E-04,-0.008,0.0068,19.9,-28.7,2.6,4,1
-9.4786,-0.4334,2.375,0.0022,-0.0093,0.0043,20,-28.6,2.5,4,1
-9.5158,-0.4393,2.3104,-0.0027,0.0017,-0.0036,20.1,-28.4,2.4,4,1
-9.5433,-0.3974,2.4062,0.0248,-0.0123,0.0068,20.1,-28.4,2.2,4,1
-9.5014,-0.3663,2.2877,0.0108,-0.005,-0.0061,19.9,-28.5,2.5,4,1
-9.5265,-0.4178,2.5091,0.0352,0.0017,0.022,20,-28.7,2.6,4,1
-9.6905,-0.4334,2.3104,0.1,0.0146,-0.0036,19.6,-28.1,2.9,4,1
-9.432,-0.5016,2.4481,-0.0564,-0.0453,0.0062,19.7,-27.9,3.4,4,1
-9.4427,-0.5842,2.3846,-0.0045,-0.0306,-0.0568,19.9,-28.1,2.3,4,1
-9.4344,-0.6369,2.4373,0.0609,0.0048,-0.0018,19.8,-27.9,1.8,4,1
-9.578,-0.5626,2.3607,-0.013,0.0158,-0.0042,20.2,-28,2.1,4,1
-9.499,-0.6213,2.2877,0.0334,-0.0038,-0.0158,20.4,-27.8,1.8,4,1
-9.5026,-0.565,2.2889,-0.0057,0.0017,0.0165,20.4,-27.8,2.1,4,1
-9.4727,-0.595,2.3044,4.00E-04,-1.00E-04,7.00E-04,20.5,-27.9,2.2,4,1
-9.5792,-0.5794,2.2972,-0.0027,-0.0105,0.0092,20.6,-27.8,2.3,4,1
-9.5193,-0.5507,2.2685,-0.0077,-0.0057,0.0087,20.5,-27.9,2.1,4,1
